1,1,141.9,0.01,20.139999999999986,7.42,1,1,1.0
1,2,450.37,11.67,23.129999999999995,20.53,1,1,1.0
1,3,151.31,65.3,19.629999999999995,13.810000000000002,1,1,1.0
1,4,369.08,48.13,25.150000000000034,17.169999999999995,1,1,1.0
1,5,172.47,63.71,16.569999999999993,14.410000000000004,1,1,1.0
1,6,281.05,81.5,24.539999999999964,19.939999999999998,1,1,1.0
1,7,180.75,75.67,18.099999999999994,13.5,1,1,1.0
1,8,191.18,87.02,18.409999999999997,15.64,1,1,1.0
1,9,199.16,101.44,19.629999999999995,15.019999999999996,1,1,1.0
1,10,211.43,114.32,23.310000000000002,15.330000000000013,1,1,1.0
1,11,223.39,128.73,23.620000000000005,17.49000000000001,1,1,1.0
1,12,233.51,151.43,23.620000000000005,17.180000000000007,1,1,1.0
1,13,116.34,132.11,18.409999999999997,14.109999999999985,1,1,1.0
1,14,79.84,206.03,22.090000000000003,15.330000000000013,1,1,1.0
1,15,1.32,66.16,20.24,14.719999999999999,1,1,1.0
1,16,37.21,284.86,21.47,15.639999999999986,1,1,1.0
1,17,0.4,374.11,15.639999999999999,12.579999999999984,1,1,1.0
1,18,160.82,354.18,24.53,14.110000000000014,1,1,1.0
1,19,199.77,268.6,20.549999999999983,15.029999999999973,1,1,1.0
1,20,231.67,194.37,19.02000000000001,14.419999999999987,1,1,1.0
1,21,249.46,206.03,20.859999999999985,13.800000000000011,1,1,1.0
1,22,262.04,221.98,21.46999999999997,16.560000000000002,1,1,1.0
1,23,278.91,239.77,21.46999999999997,17.169999999999987,1,1,1.0
1,24,353.44,221.06,26.689999999999998,17.789999999999992,1,1,1.0
1,25,433.8,178.12,20.860000000000014,17.169999999999987,1,1,1.0
1,26,505.88,141.31,22.090000000000032,18.400000000000006,1,1,1.0
1,27,290.25,263.08,23.930000000000007,16.25999999999999,1,1,1.0
1,28,304.67,285.47,24.539999999999964,18.399999999999977,1,1,1.0
1,29,486.56,295.29,24.839999999999975,17.47999999999996,1,1,1.0
1,30,316.02,333.63,21.78000000000003,16.25,1,1,1.0
1,31,412.33,336.69,24.54000000000002,17.49000000000001,1,1,1.0
1,32,335.34,356.94,22.090000000000032,17.79000000000002,1,1,1.0
1,33,122.12,437.52,23.930000000000007,18.04000000000002,1,1,1.0
1,34,283.7,419.85,25.400000000000034,17.66999999999996,1,1,1.0
1,35,356.21,382.31,23.189999999999998,19.139999999999986,1,1,1.0
1,36,368.36,409.55,24.289999999999964,17.30000000000001,1,1,1.0
1,37,471.42,442.67,20.97999999999996,16.930000000000007,1,1,1.0
1,38,403.69,485.0,21.350000000000023,16.930000000000007,1,1,1.0
1,39,34.3,0.54,25.970000000000006,15.370000000000001,1,1,1.0
